Document,Title,Book,Author,URL,Classification,Language
MAT-15-ENGNIV.txt,Matthew 15,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/15,Religious,English
MAT-15-KJBSBG.txt,San Mateo 15,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/15,Religious,Kanjobal
MAT-16-ENGNIV.txt,Matthew 16,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/16,Religious,English
MAT-16-KJBSBG.txt,San Mateo 16,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/16,Religious,Kanjobal
MAT-17-ENGNIV.txt,Matthew 17,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/17,Religious,English
MAT-17-KJBSBG.txt,San Mateo 17,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/17,Religious,Kanjobal
MAT-18-ENGNIV.txt,Matthew 18,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/18,Religious,English
MAT-18-KJBSBG.txt,San Mateo 18,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/18,Religious,Kanjobal
MAT-19-ENGNIV.txt,Matthew 19,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/19,Religious,English
MAT-19-KJBSBG.txt,San Mateo 19,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/19,Religious,Kanjobal
MAT-2-ENGNIV.txt,Matthew 2,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/2,Religious,English
MAT-2-KJBSBG.txt,San Mateo 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/2,Religious,Kanjobal
MAT-20-ENGNIV.txt,Matthew 20,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/20,Religious,English
MAT-20-KJBSBG.txt,San Mateo 20,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/20,Religious,Kanjobal
MAT-21-ENGNIV.txt,Matthew 21,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/21,Religious,English
MAT-21-KJBSBG.txt,San Mateo 21,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/21,Religious,Kanjobal
MAT-22-ENGNIV.txt,Matthew 22,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/22,Religious,English
MAT-22-KJBSBG.txt,San Mateo 22,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/22,Religious,Kanjobal
MAT-23-ENGNIV.txt,Matthew 23,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/23,Religious,English
MAT-23-KJBSBG.txt,San Mateo 23,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/23,Religious,Kanjobal
MAT-24-ENGNIV.txt,Matthew 24,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/24,Religious,English
MAT-24-KJBSBG.txt,San Mateo 24,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/24,Religious,Kanjobal
MAT-25-ENGNIV.txt,Matthew 25,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/25,Religious,English
MAT-25-KJBSBG.txt,San Mateo 25,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/25,Religious,Kanjobal
MAT-26-ENGNIV.txt,Matthew 26,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/26,Religious,English
MAT-26-KJBSBG.txt,San Mateo 26,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/26,Religious,Kanjobal
MAT-27-ENGNIV.txt,Matthew 27,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/27,Religious,English
MAT-27-KJBSBG.txt,San Mateo 27,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/27,Religious,Kanjobal
MAT-28-ENGNIV.txt,Matthew 28,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/28,Religious,English
MAT-28-KJBSBG.txt,San Mateo 28,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/28,Religious,Kanjobal
MAT-3-ENGNIV.txt,Matthew 3,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/3,Religious,English
MAT-3-KJBSBG.txt,San Mateo 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/3,Religious,Kanjobal
MAT-4-ENGNIV.txt,Matthew 4,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/4,Religious,English
MAT-4-KJBSBG.txt,San Mateo 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/4,Religious,Kanjobal
MAT-5-ENGNIV.txt,Matthew 5,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/5,Religious,English
MAT-5-KJBSBG.txt,San Mateo 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/5,Religious,Kanjobal
MAT-6-ENGNIV.txt,Matthew 6,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/6,Religious,English
MAT-6-KJBSBG.txt,San Mateo 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/6,Religious,Kanjobal
MAT-7-ENGNIV.txt,Matthew 7,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/7,Religious,English
MAT-7-KJBSBG.txt,San Mateo 7,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/7,Religious,Kanjobal
MAT-8-ENGNIV.txt,Matthew 8,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/8,Religious,English
MAT-8-KJBSBG.txt,San Mateo 8,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/8,Religious,Kanjobal
MAT-9-ENGNIV.txt,Matthew 9,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/9,Religious,English
MAT-9-KJBSBG.txt,San Mateo 9,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/9,Religious,Kanjobal
MRK-1-ENGNIV.txt,Mark 1,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/1,Religious,English
MRK-1-KJBSBG.txt,San Marcos 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/1,Religious,Kanjobal
MRK-10-ENGNIV.txt,Mark 10,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/10,Religious,English
MRK-10-KJBSBG.txt,San Marcos 10,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/10,Religious,Kanjobal
MRK-11-ENGNIV.txt,Mark 11,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/11,Religious,English
MRK-11-KJBSBG.txt,San Marcos 11,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/11,Religious,Kanjobal
MRK-12-ENGNIV.txt,Mark 12,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/12,Religious,English
MRK-12-KJBSBG.txt,San Marcos 12,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/12,Religious,Kanjobal
MRK-13-ENGNIV.txt,Mark 13,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/13,Religious,English
MRK-13-KJBSBG.txt,San Marcos 13,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/13,Religious,Kanjobal
MRK-14-ENGNIV.txt,Mark 14,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/14,Religious,English
MRK-14-KJBSBG.txt,San Marcos 14,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/14,Religious,Kanjobal
MRK-15-ENGNIV.txt,Mark 15,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/15,Religious,English
MRK-15-KJBSBG.txt,San Marcos 15,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/15,Religious,Kanjobal
MRK-16-ENGNIV.txt,Mark 16,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/16,Religious,English
MRK-16-KJBSBG.txt,San Marcos 16,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/16,Religious,Kanjobal
MRK-2-ENGNIV.txt,Mark 2,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/2,Religious,English
MRK-2-KJBSBG.txt,San Marcos 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/2,Religious,Kanjobal
MRK-3-ENGNIV.txt,Mark 3,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/3,Religious,English
MRK-3-KJBSBG.txt,San Marcos 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/3,Religious,Kanjobal
MRK-4-ENGNIV.txt,Mark 4,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/4,Religious,English
MRK-4-KJBSBG.txt,San Marcos 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/4,Religious,Kanjobal
MRK-5-ENGNIV.txt,Mark 5,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/5,Religious,English
MRK-5-KJBSBG.txt,San Marcos 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/5,Religious,Kanjobal
MRK-6-ENGNIV.txt,Mark 6,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/6,Religious,English
MRK-6-KJBSBG.txt,San Marcos 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/6,Religious,Kanjobal
MRK-7-ENGNIV.txt,Mark 7,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/7,Religious,English
MRK-7-KJBSBG.txt,San Marcos 7,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/7,Religious,Kanjobal
MRK-8-ENGNIV.txt,Mark 8,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/8,Religious,English
MRK-8-KJBSBG.txt,San Marcos 8,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/8,Religious,Kanjobal
MRK-9-ENGNIV.txt,Mark 9,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/9,Religious,English
MRK-9-KJBSBG.txt,San Marcos 9,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/9,Religious,Kanjobal
PHM-1-ENGNIV.txt,Philemon 1,New Testament (New International Version),,live.bible.is/ENGNIV/PHM/1,Religious,English
PHM-1-KJBSBG.txt,Filemon 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/PHM/1,Religious,Kanjobal
PHP-1-ENGNIV.txt,Philippians 1,New Testament (New International Version),,live.bible.is/ENGNIV/PHP/1,Religious,English
PHP-1-KJBSBG.txt,Filipensis 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/PHP/1,Religious,Kanjobal
PHP-2-ENGNIV.txt,Philippians 2,New Testament (New International Version),,live.bible.is/ENGNIV/PHP/2,Religious,English
PHP-2-KJBSBG.txt,Filipensis 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/PHP/2,Religious,Kanjobal
PHP-3-ENGNIV.txt,Philippians 3,New Testament (New International Version),,live.bible.is/ENGNIV/PHP/3,Religious,English
PHP-3-KJBSBG.txt,Filipensis 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/PHP/3,Religious,Kanjobal
PHP-4-ENGNIV.txt,Philippians 4,New Testament (New International Version),,live.bible.is/ENGNIV/PHP/4,Religious,English
PHP-4-KJBSBG.txt,Filipensis 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/PHP/4,Religious,Kanjobal
REV-1-ENGNIV.txt,Revelation 1,New Testament (New International Version),,live.bible.is/ENGNIV/REV/1,Religious,English
REV-1-KJBSBG.txt,Apocalipsis 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/1,Religious,Kanjobal
REV-10-ENGNIV.txt,Revelation 10,New Testament (New International Version),,live.bible.is/ENGNIV/REV/10,Religious,English
REV-10-KJBSBG.txt,Apocalipsis 10,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/10,Religious,Kanjobal
REV-11-ENGNIV.txt,Revelation 11,New Testament (New International Version),,live.bible.is/ENGNIV/REV/11,Religious,English
REV-11-KJBSBG.txt,Apocalipsis 11,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/11,Religious,Kanjobal
REV-12-ENGNIV.txt,Revelation 12,New Testament (New International Version),,live.bible.is/ENGNIV/REV/12,Religious,English
REV-12-KJBSBG.txt,Apocalipsis 12,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/12,Religious,Kanjobal
REV-13-ENGNIV.txt,Revelation 13,New Testament (New International Version),,live.bible.is/ENGNIV/REV/13,Religious,English
REV-13-KJBSBG.txt,Apocalipsis 13,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/13,Religious,Kanjobal
REV-14-ENGNIV.txt,Revelation 14,New Testament (New International Version),,live.bible.is/ENGNIV/REV/14,Religious,English
REV-14-KJBSBG.txt,Apocalipsis 14,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/14,Religious,Kanjobal
REV-15-ENGNIV.txt,Revelation 15,New Testament (New International Version),,live.bible.is/ENGNIV/REV/15,Religious,English
REV-15-KJBSBG.txt,Apocalipsis 15,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/15,Religious,Kanjobal
REV-16-ENGNIV.txt,Revelation 16,New Testament (New International Version),,live.bible.is/ENGNIV/REV/16,Religious,English
REV-16-KJBSBG.txt,Apocalipsis 16,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/16,Religious,Kanjobal
REV-17-ENGNIV.txt,Revelation 17,New Testament (New International Version),,live.bible.is/ENGNIV/REV/17,Religious,English
REV-17-KJBSBG.txt,Apocalipsis 17,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/17,Religious,Kanjobal
REV-18-ENGNIV.txt,Revelation 18,New Testament (New International Version),,live.bible.is/ENGNIV/REV/18,Religious,English
REV-18-KJBSBG.txt,Apocalipsis 18,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/18,Religious,Kanjobal
REV-19-ENGNIV.txt,Revelation 19,New Testament (New International Version),,live.bible.is/ENGNIV/REV/19,Religious,English
REV-19-KJBSBG.txt,Apocalipsis 19,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/19,Religious,Kanjobal
REV-2-ENGNIV.txt,Revelation 2,New Testament (New International Version),,live.bible.is/ENGNIV/REV/2,Religious,English
REV-2-KJBSBG.txt,Apocalipsis 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/2,Religious,Kanjobal
REV-20-ENGNIV.txt,Revelation 20,New Testament (New International Version),,live.bible.is/ENGNIV/REV/20,Religious,English
REV-20-KJBSBG.txt,Apocalipsis 20,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/20,Religious,Kanjobal
REV-21-ENGNIV.txt,Revelation 21,New Testament (New International Version),,live.bible.is/ENGNIV/REV/21,Religious,English
REV-21-KJBSBG.txt,Apocalipsis 21,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/21,Religious,Kanjobal
REV-22-ENGNIV.txt,Revelation 22,New Testament (New International Version),,live.bible.is/ENGNIV/REV/22,Religious,English
REV-22-KJBSBG.txt,Apocalipsis 22,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/22,Religious,Kanjobal
REV-3-ENGNIV.txt,Revelation 3,New Testament (New International Version),,live.bible.is/ENGNIV/REV/3,Religious,English
REV-3-KJBSBG.txt,Apocalipsis 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/3,Religious,Kanjobal
REV-4-ENGNIV.txt,Revelation 4,New Testament (New International Version),,live.bible.is/ENGNIV/REV/4,Religious,English
REV-4-KJBSBG.txt,Apocalipsis 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/4,Religious,Kanjobal
REV-5-ENGNIV.txt,Revelation 5,New Testament (New International Version),,live.bible.is/ENGNIV/REV/5,Religious,English
REV-5-KJBSBG.txt,Apocalipsis 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/5,Religious,Kanjobal
REV-6-ENGNIV.txt,Revelation 6,New Testament (New International Version),,live.bible.is/ENGNIV/REV/6,Religious,English
REV-6-KJBSBG.txt,Apocalipsis 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/6,Religious,Kanjobal
REV-7-ENGNIV.txt,Revelation 7,New Testament (New International Version),,live.bible.is/ENGNIV/REV/7,Religious,English
REV-7-KJBSBG.txt,Apocalipsis 7,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/7,Religious,Kanjobal
REV-8-ENGNIV.txt,Revelation 8,New Testament (New International Version),,live.bible.is/ENGNIV/REV/8,Religious,English
REV-8-KJBSBG.txt,Apocalipsis 8,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/8,Religious,Kanjobal
REV-9-ENGNIV.txt,Revelation 9,New Testament (New International Version),,live.bible.is/ENGNIV/REV/9,Religious,English
REV-9-KJBSBG.txt,Apocalipsis 9,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/REV/9,Religious,Kanjobal
ROM-1-ENGNIV.txt,Romans 1,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/1,Religious,English
ROM-1-KJBSBG.txt,Romanos 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/1,Religious,Kanjobal
ROM-10-ENGNIV.txt,Romans 10,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/10,Religious,English
ROM-10-KJBSBG.txt,Romanos 10,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/10,Religious,Kanjobal
ROM-2-ENGNIV.txt,Romans 2,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/2,Religious,English
ROM-2-KJBSBG.txt,Romanos 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/2,Religious,Kanjobal
ROM-3-ENGNIV.txt,Romans 3,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/3,Religious,English
ROM-3-KJBSBG.txt,Romanos 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/3,Religious,Kanjobal
ROM-4-ENGNIV.txt,Romans 4,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/4,Religious,English
ROM-4-KJBSBG.txt,Romanos 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/4,Religious,Kanjobal
ROM-5-ENGNIV.txt,Romans 5,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/5,Religious,English
ROM-5-KJBSBG.txt,Romanos 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/5,Religious,Kanjobal
ROM-6-ENGNIV.txt,Romans 6,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/6,Religious,English
ROM-6-KJBSBG.txt,Romanos 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/6,Religious,Kanjobal
ROM-7-ENGNIV.txt,Romans 7,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/7,Religious,English
ROM-7-KJBSBG.txt,Romanos 7,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/7,Religious,Kanjobal
ROM-8-ENGNIV.txt,Romans 8,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/8,Religious,English
ROM-8-KJBSBG.txt,Romanos 8,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/8,Religious,Kanjobal
ROM-9-ENGNIV.txt,Romans 9,New Testament (New International Version),,live.bible.is/ENGNIV/ROM/9,Religious,English
ROM-9-KJBSBG.txt,Romanos 9,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ROM/9,Religious,Kanjobal
TIT-1-ENGNIV.txt,Titus 1,New Testament (New International Version),,live.bible.is/ENGNIV/TIT/1,Religious,English
TIT-1-KJBSBG.txt,Tito 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/TIT/1,Religious,Kanjobal
TIT-2-ENGNIV.txt,Titus 2,New Testament (New International Version),,live.bible.is/ENGNIV/TIT/2,Religious,English
TIT-2-KJBSBG.txt,Tito 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/TIT/2,Religious,Kanjobal
TIT-3-ENGNIV.txt,Titus 3,New Testament (New International Version),,live.bible.is/ENGNIV/TIT/3,Religious,English
TIT-3-KJBSBG.txt,Tito 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/TIT/3,Religious,Kanjobal
say-1-eng.txt,The Rabbit and the Coyote,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-1-kjb.txt,Naj Txitx yetoj naj Ooj,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-10-eng.txt,Pedro Rimares and the Pigs,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-10-kjb.txt,Pedro Rimares yetoj no' Txitam,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-11-eng.txt,Pedro Rimares and the Muleteers,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-11-kjb.txt,Pedro Rimares yetoj naj Ilom Chee,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-12-eng.txt,Pedro Rimares and the Flying Horse,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-12-kjb.txt,Pedro yetoj no' Chee chi ek' Satkan,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-2-eng.txt,The Rabbit and the Sheep,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-2-kjb.txt,Naj Txitx yetoj naj Me',Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-3-eng.txt,The Rabbit and the Watermelon,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-3-kjb.txt,Naj Txitx yetoj an Sanda,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-5-eng.txt,The Rabbit and all the Animals,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-5-kjb.txt,Naj Txitx yetoj Maasanil wan Noq',Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-6-eng.txt,The Jaguar and the Little Skunk,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-6-kjb.txt,Naj B'alam yetoj naj Yalixh Pay,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-7-eng.txt,The Crab and the Toad,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-7-kjb.txt,Naj Chap yetoj naj Pejey,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-8-eng.txt,Pedro Rimares and the Merchant,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-8-kjb.txt,Pedro Rimares yetoj naj Txonwom,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-9-eng.txt,Pedro Rimares and the Priest,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
say-9-kjb.txt,Naj Pedro yetoj naj Pale,Ikti yuu naj pel mekel ana,Pedro Miguel Say,,Narrative,English
